Third Act Ventures,Venture Fund,"Pre-SeedSeed,Series A",www.thirdact.vc,"Software, Mobile, SaaS, Consumer, FinTech"
Third Kind Venture Capital,Venture Fund,"Pre-SeedSeed,Series A",www.3kvc.com,"Consumer, Big Data, Analytics, Food and Beverage, ClimateTech, CleanTech, E-Commerce, Sales, Automation, Artificial Intelligence, Machine Learning, AI, ML, Healthcare, B2B, FinTech, Manufacturing, Robotics, Supply Chain, Tech, BioTech, Marketing, MarTech, Software, EdTech, Enterprise, Creator Economy, Entertainment, Media, Health & Wellness, FemTech"
Third Point Ventures,Venture Fund,"SeedSeries A,Series BSeries C,Series D","http://www.thirdpointventur
es.com/","Big Data, Analytics, Information Technology, CloudTech, Developer Tools, SaaS, Software, Artificial Intelligence, Machine Learning, AI, ML, Cybersecurity, Customer Service, FinTech"
Third Prime,Venture Fund,"Pre-SeedSeed,Series A",www.thirdprime.vc,"FinTech, Consumer, B2B, Information Technology, Market Research, Creator Economy, Entertainment, Media, Software, InsurTech, Developer Tools, PropTech, Marketplace"
Third Rock Ventures,Venture Fund,"Pre-SeedSeed,Series ASeries B,Series CSeries D",www.thirdrockventures.com,"Healthcare, Wearables, Quantified Self, Bio, Tech"
Investor Name,Fund Type,Fund Stage,Website (if available),"Fund, Focus, Sectors"
Thirty Five Ventures,Venture Fund,"Pre-SeedSeed,Series A","https://www.thirtyfiveventur
es.com/","Creator Economy, Entertainment, Media, Service Industry, Sports, E-Sports, Gaming, Artificial Intelligence, Machine Learning, AI, ML, Robotics, Software, Community, Events, Fashion, Professional Services, HR Tech, RetailTech, Developer Tools, SaaS, Transportation, Energy, Oil & Gas"
"Thomas, McNerney & Partners",Venture Fund,"Pre-SeedSeed,Series ASeries B,Series CSeries D",www.tm-partners.com,"Software, Mobile, SaaS, Consumer, FinTech"
Thomvest Ventures,Venture Fund,"Pre-SeedSeed,Series ASeries B,Series CSeries D",www.thomvest.com,"CloudTech, Cybersecurity, Developer Tools, Information Technology, Software, FinTech, Enterprise, SaaS, PropTech, Advertising, AdTech, Big Data, Analytics, Transportation, Mobile, Artificial Intelligence, Machine Learning, AI, ML, Entertainment, Media, Privacy, InsurTech"
Three Tree Ventures,Family Office,"Pre-SeedSeed,Series A",www.threetreeventures.com,"Software, Mobile, SaaS, Consumer, FinTech"
Threshold,Venture Fund,"SeedSeries A,Series B",http://threshold.vc,"Health & Wellness, Healthcare, Consumer, Software, Artificial Intelligence, Machine Learning, AI, ML, Information Technology, Robotics, Enterprise, IoT, Internet of Things, SaaS, BioTech, Computer, CMS, Developer Tools, PaaS, CloudTech, Big Data, Analytics, Infrastructure, Energy, Transportation, Manufacturing, ClimateTech, CleanTech, Marketing, MarTech, PropTech"
Threshold Ventures,Venture Fund,"Pre-SeedSeed,Series A",www.threshold.vc,"Artificial Intelligence, Machine Learning, AI, ML, Healthcare"
Investor Name,Fund Type,Fund Stage,Website (if available),"Fund, Focus, Sectors"
Thrive Capital,Venture Fund,"Pre-SeedSeed,Series ASeries B,Series CSeries D",www.thrivecap.com,"HR Tech, Healthcare, InsurTech, B2B, Marketplace, SaaS, Fashion, Consumer, RetailTech, E-Commerce, Artificial Intelligence, Machine Learning, AI, ML, Advertising, AdTech, Big Data, Analytics, Marketing, MarTech, Enterprise, Mobile, CloudTech, FinTech, Parenting, EdTech, Entertainment, Media, Sports, Information Technology, Software"
Thursday Ventures,Venture Fund,"Pre-SeedSeed,Series ASeries B,Series CSeries D",www.thursday.vc,"Transportation, Outdoors, CloudTech, Information Technology, Robotics, Software"
TIA Ventures,Venture Fund,"Pre-SeedSeed,Series A",www.tiaventures.com,"PropTech, SaaS"
TIAA,Venture Fund,"Pre-SeedSeed,Series A",www.tiaa.org,"Software, Mobile, SaaS, Consumer, FinTech"
Tidemark Capital,Venture Fund,"Series BSeries C,Series D",https://tidemarkcap.com/,"ClimateTech, CleanTech, Women-Founded, Software, Future of Work, Sustainability"
Tiger Global Management,Venture Fund,"Pre-SeedSeed,Series ASeries B,Series CSeries D",www.tigerglobal.com,"FinTech, E-Commerce, IoT, Internet of Things, Healthcare, SaaS, Telecommunications, TMT"
Tiller Partners,Venture Fund,"Pre-SeedSeed,Series ASeries B,Series CSeries D",www.tillerpartnersllc.com,"Software, Mobile, SaaS, Consumer, FinTech"
Tippet Venture Partners,Venture Fund,Series B,"http://www.tippetventurepar
tners.com/","CRM, Marketing, MarTech, SaaS, Software"
Titan Capital,Venture Fund,"SeedSeries A,Series B",https://titancapital.vc,"Software, Cybersecurity, Information Technology, Advertising, AdTech, Marketing, MarTech"
TitletownTech,Venture Fund,Series A,https://titletowntech.com/,"Artificial Intelligence, Machine Learning, AI, ML, Big Data, Analytics, Information Technology"
TL Ventures,Venture Fund,"Pre-SeedSeed,Series ASeries B,Series CSeries D",www.tlventures.com,"Software, Mobile, SaaS, Consumer, FinTech"
TLV Partners,Venture Fund,"SeedSeries A,Series B",http://www.tlv.partners,"E-Commerce, Fashion, RetailTech, Entertainment, Media, Enterprise, Information Technology, SaaS, Developer Tools, B2B, FinTech, Computer, Quality Assurance, Software, Artificial Intelligence, Machine Learning, AI, ML, BioTech"
TMV,Venture Fund,"Pre-SeedSeed,Series A",www.tmv.vc,"E-Commerce, Fashion, RetailTech, AgTech, FarmTech, Delivery, Food and Beverage, PetTech, Artificial Intelligence, Machine Learning, AI, ML, Big Data, Analytics, EdTech, Health & Wellness, Healthcare, Medical, Device"
Toba Capital,Venture Fund,"Pre-SeedSeed,Series ASeries B,Series CSeries D",www.tobacapital.com,"Enterprise, Information Technology, Software, SaaS, Big Data, Analytics, Developer Tools, Marketing, MarTech, Healthcare, Computer, Wearables, Quantified Self, Sports, Advertising, AdTech, PropTech, Cryptocurrency, Blockchain, CloudTech, RetailTech, Health & Wellness, FinTech, Cybersecurity, Artificial Intelligence, Machine Learning, AI, ML, Sales, Productivity, PetTech"
Tola Capital,Venture Fund,"Pre-SeedSeed,Series A",www.tolacapital.com,"Artificial Intelligence, Machine Learning, AI, ML, HR Tech, Collaboration, Enterprise, Information Technology, Software, FinTech, CMS, SaaS, Big Data, Analytics, Cybersecurity, Risk Management, Telecommunications, TMT, Developer Tools, PropTech, Meeting Software, Hardware, Logistics, Supply Chain, Tech, CRM, Manufacturing"
Tomahawk.VC,Venture Fund,"SeedSeries A,Series B",https://www.tomahawk.vc/,"Creator Economy, FinTech"
Top Tier Capital Partners,Venture Fund,"Series CSeries D,Series ASeries B",http://www.ttcp.com,"FinTech, CloudTech, Collaboration, Productivity, Transportation, IoT, Internet of Things, Enterprise, Infrastructure, Information Technology, Cybersecurity, Mobile, Big Data, Analytics, SaaS, Software, Construction, Tech, Logistics, Advanced Materials, Supply Chain"
Investor Name,Fund Type,Fund Stage,Website (if available),"Fund, Focus, Sectors"
Topmark Partners,Venture Fund,"SeedSeries A,Series BSeries C,Series D",https://topmarkpartners.com,"Telecommunications, TMT"
Topspin Partners,Venture Fund,"Pre-SeedSeed,Series ASeries B,Series CSeries D",www.topspinpartners.com,"Software, Mobile, SaaS, Consumer, FinTech"
Torch Capital,Venture Fund,"Pre-SeedSeed,Series A",www.torchcapital.vc,"Advertising, AdTech, Beauty, Healthcare, E-Commerce, FinTech, RestaurantTech, Manufacturing, Mobile, Telecommunications, TMT, Wearables, Quantified Self"
TotalEnergies Ventures,Corporate VC,"SeedSeries A,Series BSeries C,Series D","https://ventures.totalenergie
s.com","Energy, Manufacturing, Oil & Gas, ClimateTech, CleanTech, Advanced Materials, Hardware"
Touchdown Ventures,Corporate VC,"SeedSeries A,Series BSeries C,Series D","http://www.touchdownvc.co
m","Customer Service, Hospitality, Travel, ClimateTech, CleanTech, Hardware, Cybersecurity, Network Security, PropTech, IoT, Internet of Things, Mobile, Healthcare, Developer Tools, Health & Wellness, Enterprise, Artificial Intelligence, Machine Learning, AI, ML, B2B, SaaS, Software, Entertainment, Media, Advertising, AdTech, Computer"
Town Hall Ventures,Venture Fund,"Pre-SeedSeed,Series A",www.townhallventures.com,"Healthcare, Consumer"
Toyota Ventures,Venture Fund,"Pre-SeedSeed,Series A",www.toyota.ventures,"Artificial Intelligence, Machine Learning, AI, ML, Transportation, Logistics, Robotics, Information Technology, Mobile, Consumer, Food and Beverage, Manufacturing, Software, AgTech, FarmTech, Marketplace, ClimateTech, CleanTech, Hardware, IoT, Internet of Things, Big Data, Analytics, Simulation, Telecommunications, TMT, Supply Chain, Tech, SpaceTech, Energy, Advanced Materials, Healthcare, PropTech"
Investor Name,Fund Type,Fund Stage,Website (if available),"Fund, Focus, Sectors"
TPG Biotech,Venture Fund,"Pre-SeedSeed,Series ASeries B,Series CSeries D",www.tpg.com,"Software, Mobile, SaaS, Consumer, FinTech"
TPG Growth,Venture Fund,"Series BSeries C,Series DSeries A",https://www.tpg.com,"AgTech, FarmTech, Artificial Intelligence, Machine Learning, AI, ML, Big Data, Analytics, Developer Tools, Information Technology, SaaS, CloudTech, CMS, Legal Tech, Food and Beverage, RestaurantTech, HR Tech, Hospitality, Marketplace, Community, E-Sports, Gaming, Entertainment, Media, Consumer, Software, EdTech, FinTech, Enterprise, CRM, Marketing, MarTech, PoS, Point of Sale, Productivity, Meeting Software, Mobile"
TPG Rise Climate Fund,Venture Fund,Series CSeries D,"https://therisefund.com/tpgr
iseclimate","SpaceTech, Transportation, ClimateTech, CleanTech, Manufacturing, BioTech, Healthcare, Pharmaceuticals"
TQ Ventures,Venture Fund,"Pre-SeedSeed,Series A",www.tqventures.com,"Collaboration, E-Commerce, Consumer, Fashion, Information Technology, Food and Beverage, Healthcare, PetTech, Pharmaceuticals, Health & Wellness"
TRAC,Venture Fund,"Pre-SeedSeed,Series A",www.tracvc.com,"FinTech, Enterprise, Events, Information Technology, SaaS, Software, Transportation"
Transformation Capital,Venture Fund,"Pre-SeedSeed,Series A",www.transformcap.com,"Marketing, MarTech, Healthcare, SaaS, BioTech, Big Data, Analytics, Software"
Translink Capital,Venture Fund,"Pre-SeedSeed,Series ASeries B,Series CSeries D",www.translinkcapital.com,"Transportation, CloudTech, Information Technology, Software, E-Sports, Gaming, Developer Tools, Mobile, Artificial Intelligence, Machine Learning, AI, ML, SaaS, Consumer, Hardware, Industrials, Manufacturing, Advertising, AdTech, Marketing, MarTech, RetailTech"
TRGC,Venture Fund,"Pre-SeedSeed,Series ASeries B,Series CSeries D",www.trgc.io,"Software, Mobile, SaaS, Consumer, FinTech"
Investor Name,Fund Type,Fund Stage,Website (if available),"Fund, Focus, Sectors"
Tri-Valley Ventures,Venture Fund,"SeedSeries A,Series B","https://www.trivalleyventures
.com/","Consumer, Customer Service, Information Technology, Quality Assurance, SaaS, Software"
Triangle Capital Corporation,Venture Fund,"Pre-SeedSeed,Series A",www.tcap.com,"Software, Mobile, SaaS, Consumer, FinTech"
Triangle Peak Partners,Venture Fund,"Pre-SeedSeed,Series ASeries B,Series CSeries D","www.trianglepeakpartners.co
m","Big Data, Analytics, Software, FinTech, Advertising, AdTech, Marketing, MarTech, Travel, Developer Tools, Enterprise, Information Technology, SaaS, PropTech, Marketplace, Artificial Intelligence, Machine Learning, AI, ML, Cybersecurity"
Tribe Capital,Venture Fund,"Pre-SeedSeed,Series ASeries B,Series CSeries D",www.tribecap.co,"Advertising, AdTech, Cryptocurrency, Blockchain, Cybersecurity, Healthcare, E-Commerce, FinTech, Marketing, MarTech, Mobile, SaaS, Telecommunications, TMT"
Tribeca Early Stage Partners,Angel Network,"SeedSeries A,Series B",https://www.tribecaesp.com,"PropTech, SaaS, FinTech, Mobile, Entertainment, Media, Software, CloudTech, Computer, Information, Technology, Artificial Intelligence, Machine Learning, AI, ML, Enterprise, Healthcare"
Tribeca Venture Partners,Venture Fund,"Pre-SeedSeed,Series A",www.tribecavp.com,"Cryptocurrency, Blockchain, Software, CRM, EdTech, Information Technology, Developer Tools, Outdoors, Travel, Computer, Manufacturing, DeepTech, Events, Food and Beverage, HR Tech, Big Data, Analytics, Artificial Intelligence, Machine Learning, AI, ML, Healthcare, FinTech, RestaurantTech, Collaboration, Enterprise, Productivity, SaaS, Health & Wellness, Advanced Materials, Construction, Tech, Infrastructure, PropTech, ClimateTech, CleanTech, Robotics"
Triblock,Venture Fund,"SeedSeries A,Series B",https://triblock.co/,"Hardware, Cryptocurrency, Blockchain"
Investor Name,Fund Type,Fund Stage,Website (if available),"Fund, Focus, Sectors"
Trilogy Equity Partners,Venture Fund,"Pre-SeedSeed,Series A",www.trilogyequity.com,"Artificial Intelligence, Machine Learning, AI, ML, Developer Tools, SaaS, EdTech, Software, E-Commerce, Logistics, RetailTech, FinTech, PropTech, IoT, Internet of Things"
Trind Ventures,Venture Fund,"SeedSeries A,Series B",https://www.trind.vc/,"Cybersecurity, Information Technology, SaaS, Software, Ed, Tech"
Trinity Capital,Venture Fund,Seed,https://trinitycap.com/,"E-Commerce, Food and Beverage, Marketing, MarTech, RetailTech, Information Technology, Risk Management, Software, Telecommunications, TMT, Consumer, Artificial Intelligence, Machine Learning, AI, ML, Developer Tools, SaaS, Advertising, AdTech, Big Data, Analytics, CloudTech, Logistics, Supply Chain, Tech"
Trinity Ventures,Venture Fund,"Pre-SeedSeed,Series ASeries B,Series CSeries D",www.trinityventures.com,"Consumer, Customer Service, Marketing, MarTech, SaaS, FinTech, Artificial Intelligence, Machine Learning, AI, ML, Information Technology, Software, CloudTech, Enterprise, Computer, Health & Wellness, Healthcare, PaaS, Elder Care, Collaboration, Construction, Tech, Mobile, Productivity, Beauty, Community, Entertainment, Media"
Triventures,Venture Fund,"SeedSeries A,Series B",https://www.triventures.vc,"Healthcare, Health & Wellness, Life Science, Wearables, Quantified Self, Artificial Intelligence, Machine Learning, AI, ML, Software"
Trolley Venture Partners,Venture Fund,"SeedSeries A,Series B",https://trolleyventures.com/,"EdTech, Professional Services, Creator Economy"
Trucks Venture Capital,Venture Fund,"Pre-SeedSeed,Series A",www.trucks.vc,"ClimateTech, CleanTech, Micro-Mobility, Robotics, Space, Tech"
True Beauty Ventures,Venture Fund,SeedSeries A,"https://www.truebeautyvent
ures.com/","Consumer, E-Commerce, Healthcare, Health & Wellness, Beauty"
True Global Ventures (TGV),Venture Fund,Seed,https://www.tgv4plus.com,"Cryptocurrency, Blockchain, Life Science, Pharmaceuticals, Supply Chain, Tech, Hospitality, Travel"
Investor Name,Fund Type,Fund Stage,Website (if available),"Fund, Focus, Sectors"
True Ventures,Venture Fund,"Pre-SeedSeed,Series ASeries B,Series CSeries D",www.trueventures.com,"Consumer, IoT, Internet of Things, Artificial Intelligence, Machine Learning, AI, ML, Customer Service, Information Technology, SaaS, CRM, Enterprise, Sales, Software, Life Science, CloudTech, Big Data, Analytics, Marketing, MarTech, E-Commerce, Transportation, FinTech, Developer Tools, EdTech, Food and Beverage, RetailTech, Fashion, Health & Wellness, Healthcare, Sports, Wearables, Quantified Self, Mobile, Robotics, BioTech, Pharmaceuticals, InsurTech, Telecommunications, TMT, Virtual Reality, AR/VR, Manufacturing, PaaS, Entertainment, Media, HR Tech, Infrastructure, RestaurantTech, Service Industry, Cybersecurity, Privacy"
True Wealth Ventures,Venture Fund,"Pre-SeedSeed,Series A",www.truewealthvc.com,"ClimateTech, CleanTech, Healthcare, FemTech, RestaurantTech, Impact Investing, Supply Chain, Tech, Wearables, Quantified Self"
True.,Venture Fund,"SeedSeries A,Series B",http://www.true.global,"Consumer, E-Commerce, Healthcare, Health & Wellness, Fashion, Marketing, MarTech, Marketplace, Entertainment, Media, RetailTech"
TrueSight Ventures,Venture Fund,"SeedSeries A,Series B",https://www.truesight.vc,"Healthcare, PetTech, Health & Wellness"
Trust Ventures,Venture Fund,"Pre-SeedSeed,Series A",www.trustventures.com,"Manufacturing, Marketplace, Supply Chain, Tech, SpaceTech, Transportation, Logistics, Software, HR Tech, Healthcare, InsurTech, FinTech"
TruVenturo,Accelerator,Seed,http://www.truventuro.com/,"Healthcare, Information Technology, SaaS, Software"
Tsing Capital,Venture Fund,"SeedSeries A,Series BSeries C,Series D",http://www.tsingcapital.com/,"Energy, Transportation, Manufacturing, ClimateTech, CleanTech"
Investor Name,Fund Type,Fund Stage,Website (if available),"Fund, Focus, Sectors"
TSVC,Venture Fund,"SeedSeries A,Series B",http://www.tsvcap.com,"Information Technology, Mobile, Artificial Intelligence, Machine Learning, AI, ML, Quality Assurance, SaaS, Software, Healthcare, InsurTech, CloudTech, Computer, Cybersecurity, HR Tech, CRM, Big Data, Analytics, Developer Tools"
TTV Capital,Venture Fund,"Pre-SeedSeed,Series A",www.ttvcapital.com,"FinTech, CloudTech, Cybersecurity, Information Technology, Cryptocurrency, Blockchain, SaaS, Software, Big Data, Analytics, Network Security, Life Science, Mobile, E-Commerce, RetailTech, Creator Economy, PetTech, Artificial Intelligence, Machine Learning, AI, ML"
Tuesday Capital,Venture Fund,"SeedSeries A,Series B",http://tuesday.vc/,"Artificial Intelligence, Machine Learning, AI, ML, Consumer, Hardware, Robotics, Software, Creator Economy, Wearables, Quantified Self, Transportation, Hospitality, Ridesharing, Healthcare, Community, E-Commerce, RetailTech, Advertising, AdTech, Big Data, Analytics, Marketing, MarTech, Developer Tools"
Tullis Health Investors,Venture Fund,"SeedSeries A,Series BSeries C,Series D",http://www.tullisfunds.com,"Healthcare, Life Science, Manufacturing, Telecommunications, TMT"
Tusk Venture Partners,Venture Fund,"Pre-SeedSeed,Series A",www.tusk.vc,"Healthcare, Software, Artificial Intelligence, Machine Learning, AI, ML, Transportation, Health & Wellness, Consumer, FinTech, HR Tech, Information Technology, Cryptocurrency, Blockchain, Sports, SpaceTech, Supply Chain, Tech, Logistics"
Two Bear Capital,Venture Fund,"SeedSeries A,Series B",https://twobearcapital.com/,"FinTech, Information Technology, Big Data, Analytics, Developer Tools, Infrastructure, Artificial Intelligence, Machine Learning, AI, ML, Software"
Investor Name,Fund Type,Fund Stage,Website (if available),"Fund, Focus, Sectors"
Two Lanterns Venture Partners,Venture Fund,"Pre-SeedSeed,Series A",https://www.2l.vc/,"FoodTech, Mobile, Artificial Intelligence, Machine Learning, AI, ML, SaaS, Big Data, Analytics, FinTech, InsurTech, Telecommunications, TMT, PropTech, Manufacturing"
Two Sigma Ventures,Venture Fund,"Pre-SeedSeed,Series A",www.twosigmaventures.com,"Manufacturing, Artificial Intelligence, Machine Learning, AI, ML, Big Data, Analytics, FinTech, Healthcare, Infrastructure, Life Science, PropTech, Telecommunications, TMT"
Tyche Partners,Venture Fund,"Pre-SeedSeed,Series ASeries B,Series CSeries D",www.tychepartners.com,"Artificial Intelligence, Machine Learning, AI, ML, Big Data, Analytics, Advanced Materials, Software, Hardware, Healthcare"
TYLT Ventures,Venture Fund,Seed,"http://www.tyltventures.com
/","Developer Tools, E-Sports, Gaming, Mobile"
Type One Ventures,Venture Fund,"Pre-SeedSeed,Series A",www.type1ventures.com,"SpaceTech, Information Technology, Robotics"
U.S. Venture Partners,Venture Fund,"SeedSeries A,Series BSeries C,Series D",http://usvp.com,"Healthcare, Advertising, AdTech, Big Data, Analytics, Artificial Intelligence, Machine Learning, AI, ML, Developer Tools, Market Research, Marketing, MarTech, Enterprise, SaaS, Sales, Software, Information Technology, Mobile, Consumer, Health & Wellness, Transportation, FinTech, Logistics, BioTech, Construction, Tech, Manufacturing"
Ubiquity Ventures,Venture Fund,"Pre-SeedSeed,Series A",www.ubiquity.vc,"Hardware, Transportation, Big Data, Analytics, Artificial Intelligence, Machine Learning, AI, ML, Simulation"
UBS,Corporate VC,"Series CSeries D,Series B",http://www.ubs.com,"FinTech, Energy, ClimateTech, CleanTech, Entertainment, Media"
Investor Name,Fund Type,Fund Stage,Website (if available),"Fund, Focus, Sectors"
Ulu Ventures,Venture Fund,"Pre-SeedSeed,Series A",www.uluventures.com,"EdTech, Enterprise, FinTech, Information Technology, InsurTech, Software, CloudTech, CMS, Legal Tech, Cryptocurrency, Blockchain, PropTech, IoT, Internet of Things, SaaS, Energy, Hardware, ClimateTech, CleanTech, AgTech, FarmTech, Robotics, Big Data, Analytics, Developer Tools, Hospitality, HR Tech, Artificial Intelligence, Machine Learning, AI, ML, BioTech, AudioTech, Entertainment, Media, Mobile, Life Science, FemTech, Healthcare, Advanced Materials, Consumer, Privacy, CRM, RestaurantTech, Productivity, Customer Service, Health & Wellness, Professional Services, Virtual Reality, AR/VR, Marketing, MarTech, Sports"
Unanimous Capital,Venture Fund,"SeedSeries A,Series B",https://www.unanimous.vc/,"Cryptocurrency, Blockchain"
Unbox Capital,Venture Fund,Series CSeries D,http://unboxcapital.com/,"Advertising, AdTech, Marketing, MarTech, Enterprise, Future of Work, AgTech, FarmTech, Information Technology, Software"
Uncommon Capital,Venture Fund,"Pre-SeedSeed,Series A",https://uncommoncapital.vc/,"Computer, Cybersecurity"
Uncommon Denominator,Venture Fund,"Pre-SeedSeed,Series A",www.uncommonvc.com,"Software, Mobile, SaaS, Consumer, FinTech"
Investor Name,Fund Type,Fund Stage,Website (if available),"Fund, Focus, Sectors"
Uncork Capital,Venture Fund,"Pre-SeedSeed,Series ASeries B,Series CSeries D",www.uncorkcapital.com,"Sales, Software, Big Data, Analytics, Professional Services, Collaboration, SaaS, BioTech, Robotics, IoT, Internet of Things, Entertainment, Media, Cryptocurrency, Blockchain, Computer, Marketing, MarTech, E-Commerce, Marketplace, RetailTech, Hardware, Advanced Materials, CloudTech, Developer Tools, Enterprise, Information Technology, Supply Chain, Tech, Artificial Intelligence, Machine Learning, AI, ML, Mobile, B2B, Advertising, AdTech, Creator Economy, Consumer, Market Research, Quality Assurance, Pharmaceuticals, FinTech, Healthcare, Life Science, Deep, Medical, Device, Virtual Reality, AR/VR, Health & Wellness, Food and Beverage, RestaurantTech, Service Industry, CRM"
Uncorrelated Ventures,Venture Fund,"Pre-SeedSeed,Series A",www.uncorrelated.com,"Enterprise, Information Technology, IoT, Internet of Things, Software, Artificial Intelligence, Machine Learning, AI, ML, Developer Tools, PaaS, Cryptocurrency, Blockchain, FinTech, CMS"
Underscore VC,Venture Fund,"Pre-SeedSeed,Series A",www.Underscore.VC,"FinTech, Healthcare, Mobile, HR Tech, SaaS, Software, CloudTech, Developer Tools, Artificial Intelligence, Machine Learning, AI, ML, InsurTech, IoT, Internet of Things, Big Data, Analytics, Information Technology, E-Commerce, Advertising, AdTech, B2C, CRM, Marketing, MarTech, RetailTech, Transportation"
Unicorn India Ventures,Venture Fund,"SeedSeries A,Series B",http://www.unicornivc.com,"Big Data, Analytics, Artificial Intelligence, Machine Learning, AI, ML, Market Research"
Union Labs Ventures,Venture Fund,"SeedSeries A,Series B",http://unionlabs.com/,"Artificial Intelligence, Machine Learning, AI, ML, Developer Tools, PaaS, Software"
Investor Name,Fund Type,Fund Stage,Website (if available),"Fund, Focus, Sectors"
Union Square Ventures,Venture Fund,"Pre-SeedSeed,Series ASeries B,Series CSeries D",www.usv.com,"Privacy, Software, E-Commerce, Fashion, RetailTech, EdTech, CRM, FinTech, Artificial Intelligence, Machine Learning, AI, ML, Logistics, Transportation, B2B, Information Technology, Big Data, Analytics, Advertising, AdTech, Marketing, MarTech, InsurTech, Healthcare, HR Tech, Telecommunications, TMT, IoT, Internet of Things, Community, PaaS, Entertainment, Media, Creator Economy, Enterprise, Cybersecurity, PropTech, Professional Services, Developer Tools, Energy, ClimateTech, CleanTech, Health & Wellness, Robotics, Cryptocurrency, Blockchain"
Universal Materials Incubator,Venture Fund,"SeedSeries A,Series B",https://www.umi.co.jp/en/,"BioTech, Information Technology, Manufacturing"
Unlock Venture Partners,Venture Fund,"Pre-SeedSeed,Series A",www.unlockvp.com,"Hardware, E-Commerce, Fashion, RetailTech, FinTech, Mobile, Big Data, Analytics, Artificial Intelligence, Machine Learning, AI, ML, PropTech, Software"
Investor Name,Fund Type,Fund Stage,Website (if available),"Fund, Focus, Sectors"
Unpopular Ventures,Venture Fund,Pre-SeedSeed,www.unpopular.vc,"FinTech, SaaS, Cryptocurrency, Blockchain, Advertising, AdTech, Big Data, Analytics, PropTech, Manufacturing, Artificial Intelligence, Machine Learning, AI, ML, Virtual Reality, AR/VR, Developer Tools, AgTech, FarmTech, AudioTech, B2C, Beauty, B2B, Bio, Tech, Black, African, American, Founded, Cannabis, ClimateTech, CleanTech, Productivity, CloudTech, Cloud, Security, Construction, Infrastructure, Consumer, Creator Economy, CRM, Hardware, Cybersecurity, Wearables, Quantified Self, Customer Service, D2C, DeepTech, Healthcare, Entertainment, Media, E-Commerce, EdTech, HR Tech, Energy, Enterprise, E-Sports, Gaming, Events, FemTech, Food and Beverage, RestaurantTech, Future of Work, GovTech, Impact Investing, Information Technology, InsurTech, IoT, Internet of Things, Telecommunications, TMT, Mobile, Legal Tech, Life Science, Marketing, MarTech, Logistics, Marketplace, Meeting Software, Micro-Mobility, Network Security, Neuroscience, Oil & Gas, Travel, PaaS, PetTech, Pharmaceuticals, Recruiting, RetailTech, Robotics, Sales, Ridesharing, Sharing Economy, Social Media, Sports, Supply Chain, Sustainability, Women-Founded, Transportation, SpaceTech, Software"
Unreasonable Capital,Venture Fund,Pre-SeedSeed,https://unreasonablecapital.com/,"E-Commerce, Manufacturing, Marketplace, Paa, Platforms"
Unshackled Ventures,Venture Fund,"Pre-SeedSeed,Series A",www.unshackledvc.com,"Life Science, Telecommunications, TMT"
Untapped Ventures,Venture Fund,"SeedSeries A,Series B",http://untapped.ventures/,"Telecommunications, TMT"
Investor Name,Fund Type,Fund Stage,Website (if available),"Fund, Focus, Sectors"
Unusual Ventures,Venture Fund,Seed,www.unusual.vc,"Artificial Intelligence, Machine Learning, AI, ML, CloudTech, Cybersecurity, B2B, CRM, Enterprise, Sales, Software, Big Data, Analytics, Professional Services, Delivery, SaaS, Information Technology, EdTech, Computer, Parenting, Marketplace, Virtual Reality, AR/VR, E-Sports, Gaming, Healthcare, FinTech"
UP Partners,Venture Fund,"SeedSeries A,Series B",https://www.up.partners/,"Construction, Tech, Logistics, Robotics, Transportation, Software"
UP2398,Venture Fund,Seed,www.up2398.com,"Software, Mobile, SaaS, Consumer, FinTech"
Updata Partners,Venture Fund,"Pre-SeedSeed,Series ASeries B,Series CSeries D",www.updata.com,"Advertising, AdTech, Big Data, Analytics, Marketing, MarTech, Software, Community, HR Tech, Entertainment, Media, CloudTech, Developer Tools, Information Technology, Cybersecurity, SaaS, FinTech"
Upfront Ventures,Venture Fund,"Pre-SeedSeed,Series ASeries B,Series CSeries D",www.upfront.com,"Delivery, E-Commerce, Hospitality, RestaurantTech, Consumer, RetailTech, Hardware, Cybersecurity, Network Security, PropTech, IoT, Internet of Things, Big Data, Analytics, Mobile, Software, Healthcare, Information Technology, SaaS, Marketing, MarTech, Logistics, Enterprise, Advertising, AdTech, Artificial Intelligence, Machine Learning, AI, ML, Entertainment, Media, PoS, Point of Sale, Productivity, CloudTech, Computer, FinTech, HR Tech, Health & Wellness, Fashion, Community, Telecommunications, TMT, Robotics, Food and Beverage"
Investor Name,Fund Type,Fund Stage,Website (if available),"Fund, Focus, Sectors"
UpHonest Capital,Venture Fund,"Pre-SeedSeed,Series A",www.uphonestcapital.com,"BioTech, Food and Beverage, ClimateTech, CleanTech, EdTech, Enterprise, SaaS, Community, PropTech, AgTech, FarmTech, CloudTech, Cybersecurity, Sales, Hardware, Artificial Intelligence, Machine Learning, AI, ML, Robotics, IoT, Internet of Things, Software, Consumer, Manufacturing, SpaceTech, Transportation, Pharmaceuticals, Hospitality, Travel, E-Commerce, Health & Wellness, Healthcare, Mobile, Beauty"
Uprising Ventures,Venture Fund,"Pre-SeedSeed,Series ASeries B,Series CSeries D",www.uprising.us,"FinTech, Telecommunications, TMT"
Upside Partnership,Venture Fund,"SeedSeries A,Series B",http://upsidevc.com/,"Cybersecurity, Software, Artificial Intelligence, Machine Learning, AI, ML, Healthcare, Health & Wellness, Information Technology"
